Station_ID,Date_Time,Dry_Bulb,RH,Pressure
KAXH,01-02-2017 09:35 MST,16.8,98.74,100869.97
KAXH,01-02-2017 09:55 MST,16.8,98.74,100971.32
KAXH,01-02-2017 10:15 MST,16.8,98.74,101038.88
KAXH,01-02-2017 10:35 MST,17,98.12,100937.53
KAXH,01-02-2017 10:55 MST,17,98.12,101005.09
KAXH,01-02-2017 11:15 MST,17.2,98.74,101038.88
KAXH,01-02-2017 11:35 MST,17.3,98.12,101072.66
KAXH,01-02-2017 11:55 MST,17.5,98.12,101072.66
KAXH,01-02-2017 12:15 MST,17.9,97.51,101106.43
KAXH,01-02-2017 12:35 MST,18.1,97.52,101106.43
KAXH,01-02-2017 12:55 MST,18.6,96.92,101106.43
KAXH,01-02-2017 13:15 MST,19.3,95.13,101106.43
KAXH,01-02-2017 13:35 MST,20,92.82,101072.66
KAXH,01-02-2017 13:55 MST,20.7,89.45,101005.09
KAXH,01-02-2017 14:15 MST,21,87.82,100971.32
KAXH,01-02-2017 14:35 MST,21.5,85.71,100937.53
KAXH,01-02-2017 14:55 MST,22.2,81.62,100869.97
KAXH,01-02-2017 15:15 MST,22,82.1,100869.97
KAXH,01-02-2017 15:35 MST,22.5,79.65,100802.41
KAXH,01-02-2017 15:55 MST,23.3,77.8,100768.62
KAXH,01-02-2017 16:15 MST,23.6,75,100734.85
KAXH,01-02-2017 16:35 MST,24.1,71.43,100734.85
KAXH,01-02-2017 16:55 MST,24.1,68.36,100734.85
KAXH,01-02-2017 17:15 MST,24.1,69.23,100734.85
KAXH,01-02-2017 17:35 MST,24,67.91,100734.85
KAXH,01-02-2017 17:55 MST,24,69.21,100768.62
KAXH,01-02-2017 18:15 MST,23.8,66.6,100802.41
KAXH,01-02-2017 18:35 MST,23.5,69.98,100802.41
KAXH,01-02-2017 18:55 MST,23,73.04,100836.19
KAXH,01-02-2017 19:15 MST,22.5,74.34,100836.19
KAXH,01-02-2017 19:35 MST,21.7,75.15,100869.97
KAXH,01-02-2017 19:55 MST,21,76.96,100836.19
KAXH,01-02-2017 20:15 MST,20.2,80.33,100836.19
KAXH,01-02-2017 20:35 MST,19.6,83.9,100836.19
KAXH,01-02-2017 20:55 MST,19,85.45,100869.97
KAXH,01-02-2017 21:15 MST,18.5,86.49,100869.97
KAXH,01-02-2017 21:35 MST,17.8,89.8,100869.97
KAXH,01-02-2017 21:55 MST,17.5,90.93,100869.97
KAXH,01-02-2017 22:15 MST,17.5,91.51,100869.97
KAXH,01-02-2017 22:35 MST,17.5,91.51,100869.97
KAXH,01-02-2017 22:55 MST,17.2,93.85,100869.97
KAXH,01-02-2017 23:15 MST,17.5,94.47,100869.97
KAXH,01-02-2017 23:35 MST,16.9,96.26,100869.97
KAXH,01-02-2017 23:55 MST,17.1,97.5,100869.97
KAXH,01-03-2017 00:15 MST,17.5,96.89,100869.97
KAXH,01-03-2017 00:35 MST,17.5,98.12,100869.97
KAXH,01-03-2017 00:55 MST,17.5,98.12,100869.97
KAXH,01-03-2017 01:15 MST,17.6,99.37,100869.97
KAXH,01-03-2017 01:35 MST,17.9,98.13,100869.97
KAXH,01-03-2017 01:55 MST,18,98.13,100869.97
KAXH,01-03-2017 02:15 MST,18.2,98.75,100869.97
KAXH,01-03-2017 02:35 MST,18.5,98.76,100869.97
KAXH,01-03-2017 02:55 MST,19,98.76,100836.19
KAXH,01-03-2017 03:15 MST,19.9,98.77,100802.41
KAXH,01-03-2017 03:35 MST,20.3,98.77,100802.41
KAXH,01-03-2017 03:55 MST,20.5,98.78,100768.62
KAXH,01-03-2017 04:15 MST,20.7,99.39,100768.62
KAXH,01-03-2017 04:35 MST,21,100,100768.62
KAXH,01-03-2017 04:55 MST,21.2,99.39,100734.85
KAXH,01-03-2017 05:15 MST,21.3,99.39,100734.85
KAXH,01-03-2017 05:35 MST,21.5,98.18,100701.07
KAXH,01-03-2017 05:55 MST,21.5,99.39,100701.07
KAXH,01-03-2017 06:15 MST,21.7,98.79,100667.28
KAXH,01-03-2017 06:35 MST,21.7,98.79,100633.51
KAXH,01-03-2017 06:55 MST,21.7,98.79,100565.94
KAXH,01-03-2017 07:15 MST,21.7,98.79,100565.94
KAXH,01-03-2017 07:35 MST,21.8,98.19,100633.51
KAXH,01-03-2017 07:55 MST,21.8,96.99,100633.51
KAXH,01-03-2017 08:04 MST,22.2,95.82,100599.72
KAXH,01-03-2017 08:15 MST,22.2,95.82,100599.72
KAXH,01-03-2017 08:35 MST,22.3,95.24,100633.51
KAXH,01-03-2017 08:55 MST,22.5,94.1,100599.72
KAXH,01-03-2017 09:15 MST,22.2,94.66,100565.94
KAXH,01-03-2017 09:35 MST,22.2,95.82,100532.16
KAXH,01-03-2017 09:55 MST,22.5,94.1,100633.51
KAXH,01-03-2017 10:15 MST,22.8,92.4,100667.28
KAXH,01-03-2017 10:35 MST,22.6,93.53,100701.07
KAXH,01-03-2017 10:55 MST,20.7,86.7,100836.19
KAXH,01-03-2017 11:15 MST,15.5,96.84,100903.75
KAXH,01-03-2017 11:35 MST,15.9,92.59,101005.09
KAXH,01-03-2017 11:55 MST,15.6,93.18,101005.09
KAXH,01-03-2017 12:15 MST,16.2,92.61,101038.88
KAXH,01-03-2017 12:35 MST,17,89.74,101072.66
KAXH,01-03-2017 12:55 MST,17.8,84.23,101072.66
KAXH,01-03-2017 13:15 MST,19.3,78.69,101072.66
KAXH,01-03-2017 13:35 MST,20.5,68.07,101038.88
KAXH,01-03-2017 13:55 MST,21.2,61.11,101038.88
KAXH,01-03-2017 14:15 MST,21.2,58,101038.88
KAXH,01-03-2017 14:35 MST,21.7,55.52,101005.09
KAXH,01-03-2017 14:55 MST,22.1,55.26,100971.32
KAXH,01-03-2017 15:15 MST,22.4,51.82,100937.53
KAXH,01-03-2017 15:35 MST,22.3,53.18,100937.53
KAXH,01-03-2017 15:55 MST,22.7,51.9,100937.53
KAXH,01-03-2017 16:15 MST,23,51.64,100903.75
KAXH,01-03-2017 16:35 MST,23,48.03,100903.75
KAXH,01-03-2017 16:55 MST,23.1,48.06,100903.75
KAXH,01-03-2017 17:15 MST,23.1,49.02,100903.75
KAXH,01-03-2017 17:35 MST,23.4,47.2,100903.75
KAXH,01-03-2017 17:55 MST,23.3,42.98,100903.75
KAXH,01-03-2017 18:15 MST,22.9,43.44,100903.75
KAXH,01-03-2017 18:35 MST,22.5,45.71,100903.75
KAXH,01-03-2017 18:55 MST,21.9,48.37,100937.53
KAXH,01-03-2017 19:15 MST,21.6,49.26,100937.53
KAXH,01-03-2017 19:35 MST,20.1,54.38,100971.32
KAXH,01-03-2017 19:55 MST,18.9,60.16,100971.32
KAXH,01-03-2017 20:15 MST,16.6,69.99,100971.32
KAXH,01-03-2017 20:35 MST,16.1,72.25,100971.32
KAXH,01-03-2017 20:55 MST,15.1,79.09,101005.09
KAXH,01-03-2017 21:15 MST,15,83.36,101038.88
KAXH,01-03-2017 21:35 MST,15.1,84.47,101038.88
KAXH,01-03-2017 21:55 MST,14.3,85.5,101072.66
KAXH,01-03-2017 22:15 MST,13.2,90.03,101038.88
KAXH,01-03-2017 22:35 MST,13.2,90.03,101106.43
KAXH,01-03-2017 22:55 MST,13.1,92.43,101174
KAXH,01-03-2017 23:15 MST,13.1,93.66,101174
KAXH,01-03-2017 23:35 MST,11.7,92.97,101207.78
KAXH,01-03-2017 23:55 MST,12.4,94.87,101207.78
KAXH,01-04-2017 00:15 MST,11.8,96.11,101207.78
KAXH,01-04-2017 00:35 MST,11,95.45,101207.78
KAXH,01-04-2017 00:55 MST,11.3,95.46,101241.56
KAXH,01-04-2017 01:15 MST,11,96.73,101241.56
KAXH,01-04-2017 01:35 MST,11.3,97.38,101275.34
KAXH,01-04-2017 01:55 MST,11.8,94.85,101241.56
KAXH,01-04-2017 02:15 MST,12.5,95.5,101241.56
KAXH,01-04-2017 02:35 MST,12.2,96.76,101207.78
KAXH,01-04-2017 02:55 MST,11.6,96.11,101241.56
KAXH,01-04-2017 03:15 MST,11.2,96.73,101241.56
KAXH,01-04-2017 03:35 MST,11.5,98.69,101241.56
KAXH,01-04-2017 03:55 MST,11.5,98.69,101241.56
KAXH,01-04-2017 04:15 MST,11.4,98.68,101207.78
KAXH,01-04-2017 04:35 MST,10.4,98.02,101241.56
KAXH,01-04-2017 04:55 MST,10.9,98.02,101241.56
KAXH,01-04-2017 05:15 MST,10.5,98.68,101207.78
KAXH,01-04-2017 05:35 MST,10.2,98.67,101207.78
KAXH,01-04-2017 05:55 MST,8.5,98.65,101207.78
KAXH,01-04-2017 06:15 MST,10.1,99.33,101241.56
KAXH,01-04-2017 06:35 MST,8.8,98.66,101207.78
KAXH,01-04-2017 06:55 MST,7.7,98.64,101207.78
KAXH,01-04-2017 07:15 MST,8.6,99.33,101174
KAXH,01-04-2017 07:35 MST,8.5,100,101207.78
KAXH,01-04-2017 07:55 MST,10,99.33,101207.78
KAXH,01-04-2017 08:15 MST,10,99.33,101207.78
KAXH,01-04-2017 08:35 MST,10.5,100,101207.78
KAXH,01-04-2017 08:55 MST,9.8,98.67,101241.56
KAXH,01-04-2017 09:15 MST,10.7,99.34,101275.34
KAXH,01-04-2017 09:35 MST,12,99.34,101309.13
KAXH,01-04-2017 09:55 MST,12.5,98.05,101376.68
KAXH,01-04-2017 10:15 MST,12.8,98.7,101376.68
KAXH,01-04-2017 10:35 MST,13.6,98.71,101376.68
KAXH,01-04-2017 10:55 MST,14.5,96.82,101376.68
KAXH,01-04-2017 11:15 MST,15.5,89.04,101410.47
KAXH,01-04-2017 11:35 MST,16.5,81.93,101444.25
KAXH,01-04-2017 11:55 MST,17.5,72.51,101444.25
KAXH,01-04-2017 12:15 MST,19.1,62.23,101444.25
KAXH,01-04-2017 12:35 MST,20.4,57.04,101444.25
KAXH,01-04-2017 12:55 MST,21.2,50.48,101444.25
KAXH,01-04-2017 13:15 MST,22,47.44,101444.25
KAXH,01-04-2017 13:35 MST,23,44.95,101410.47
KAXH,01-04-2017 13:55 MST,23.5,38.91,101376.68
KAXH,01-04-2017 14:15 MST,23.6,39.47,101342.9
KAXH,01-04-2017 14:35 MST,24.5,32.64,101309.13
KAXH,01-04-2017 14:55 MST,24.5,32.42,101275.34
KAXH,01-04-2017 15:15 MST,24.7,29.28,101241.56
KAXH,01-04-2017 15:35 MST,24.7,28.28,101207.78
KAXH,01-04-2017 15:55 MST,25,26.64,101207.78
KAXH,01-04-2017 16:15 MST,24.6,25.8,101207.78
KAXH,01-04-2017 16:35 MST,24.3,26.26,101207.78
KAXH,01-04-2017 16:55 MST,24.5,26.13,101207.78
KAXH,01-04-2017 17:15 MST,24.3,28.37,101207.78
KAXH,01-04-2017 17:35 MST,24.2,27.75,101207.78
KAXH,01-04-2017 17:55 MST,24,28.09,101241.56
KAXH,01-04-2017 18:15 MST,23.5,28.94,101241.56
KAXH,01-04-2017 18:35 MST,23.1,31.13,101241.56
KAXH,01-04-2017 18:55 MST,22.5,32.28,101275.34
KAXH,01-04-2017 19:15 MST,21.4,34.52,101275.34
KAXH,01-04-2017 19:35 MST,19.9,41.42,101309.13
KAXH,01-04-2017 19:55 MST,18.8,43.75,101309.13
KAXH,01-04-2017 20:15 MST,17.5,47.14,101342.9
KAXH,01-04-2017 20:35 MST,15.8,54.72,101376.68
KAXH,01-04-2017 20:55 MST,16,55.53,101376.68
KAXH,01-04-2017 21:15 MST,17.4,47.76,101410.47
KAXH,01-04-2017 21:35 MST,17.6,45.56,101444.25
KAXH,01-04-2017 21:55 MST,17.6,45.25,101444.25
KAXH,01-04-2017 22:15 MST,17.1,47.35,101478.03
KAXH,01-04-2017 22:35 MST,16.6,50.94,101511.81
KAXH,01-04-2017 22:55 MST,15.7,56.22,101511.81
KAXH,01-04-2017 23:15 MST,15.3,58.47,101545.59
KAXH,01-04-2017 23:35 MST,13.9,63.56,101579.37
KAXH,01-04-2017 23:55 MST,13.3,64.3,101613.15
KAXH,01-05-2017 00:15 MST,12.5,67.75,101646.93
KAXH,01-05-2017 00:35 MST,12.2,69.1,101646.93
KAXH,01-05-2017 00:55 MST,11.4,69.41,101680.72
KAXH,01-05-2017 01:15 MST,10.8,68.81,101680.72
KAXH,01-05-2017 01:35 MST,10.2,68.2,101646.93
KAXH,01-05-2017 01:55 MST,9.7,67.62,101646.93
KAXH,01-05-2017 02:15 MST,9.2,68.47,101646.93
KAXH,01-05-2017 02:35 MST,8.7,70.32,101646.93
KAXH,01-05-2017 02:55 MST,8.5,73.83,101646.93
KAXH,01-05-2017 03:15 MST,8,76.38,101680.72
KAXH,01-05-2017 03:35 MST,7.7,73.68,101714.49
KAXH,01-05-2017 03:55 MST,7.3,75.19,101714.49
KAXH,01-05-2017 04:15 MST,7.2,75.71,101714.49
KAXH,01-05-2017 04:35 MST,7,77.29,101680.72
KAXH,01-05-2017 04:55 MST,7,77.29,101714.49
KAXH,01-05-2017 05:15 MST,6.9,77.83,101680.72
KAXH,01-05-2017 05:35 MST,6.8,78.92,101680.72
KAXH,01-05-2017 05:55 MST,6.6,80.58,101680.72
KAXH,01-05-2017 06:15 MST,6.6,80.58,101714.49
KAXH,01-05-2017 06:35 MST,6.6,77.23,101714.49
KAXH,01-05-2017 06:55 MST,6.5,77.76,101714.49
KAXH,01-05-2017 07:15 MST,6.3,80.53,101714.49
KAXH,01-05-2017 07:35 MST,6,82.22,101748.28
KAXH,01-05-2017 07:55 MST,6.3,81.11,101815.83
KAXH,01-05-2017 08:15 MST,6.6,78.33,101782.06
KAXH,01-05-2017 08:35 MST,6.5,77.21,101748.28
KAXH,01-05-2017 08:55 MST,6.1,79.94,101815.83
KAXH,01-05-2017 09:15 MST,6.5,76.12,101815.83
KAXH,01-05-2017 09:35 MST,6.5,74.51,101849.62
KAXH,01-05-2017 09:55 MST,6.7,74.55,101815.83
KAXH,01-05-2017 10:15 MST,6.7,74.55,101815.83
KAXH,01-05-2017 10:35 MST,6.8,72.99,101883.4
KAXH,01-05-2017 10:55 MST,7,72,101950.96
KAXH,01-05-2017 11:15 MST,7.1,72.53,101950.96
KAXH,01-05-2017 11:35 MST,7.2,72.04,101950.96
KAXH,01-05-2017 11:55 MST,8.3,69.25,101950.96
KAXH,01-05-2017 12:15 MST,8.3,69.74,101917.18
KAXH,01-05-2017 12:35 MST,9.8,65.76,101917.18
KAXH,01-05-2017 12:55 MST,9.4,67.08,101950.96
KAXH,01-05-2017 13:15 MST,9.9,66.25,101917.18
KAXH,01-05-2017 13:35 MST,10.1,66.76,101883.4
KAXH,01-05-2017 13:55 MST,10.7,65.51,101849.62
KAXH,01-05-2017 14:15 MST,10.3,66.81,101782.06
KAXH,01-05-2017 14:35 MST,11.5,64.78,101714.49
KAXH,01-05-2017 14:55 MST,12,63.11,101714.49
KAXH,01-05-2017 15:15 MST,11.9,64.42,101646.93
KAXH,01-05-2017 15:35 MST,11.6,65.25,101613.15
KAXH,01-05-2017 15:55 MST,11.5,65.23,101579.37
KAXH,01-05-2017 16:15 MST,11.5,65.23,101579.37
KAXH,01-05-2017 16:35 MST,11.6,66.17,101545.59
KAXH,01-05-2017 16:55 MST,12,65.34,101579.37
KAXH,01-05-2017 17:15 MST,12,65.8,101511.81
KAXH,01-05-2017 17:55 MST,12.1,64.92,101545.59
KAXH,01-05-2017 18:15 MST,12,65.34,101545.59
KAXH,01-05-2017 18:35 MST,12,66.25,101579.37
KAXH,01-05-2017 18:55 MST,12.1,65.82,101545.59
KAXH,01-05-2017 19:15 MST,11.8,66.21,101478.03
KAXH,01-05-2017 19:35 MST,11.6,67.09,101511.81
KAXH,01-05-2017 19:55 MST,11.5,67.54,101444.25
KAXH,01-05-2017 20:15 MST,11,71.27,101444.25
KAXH,01-05-2017 20:35 MST,10.8,72.73,101410.47
KAXH,01-05-2017 20:55 MST,10.2,76.22,101410.47
KAXH,01-05-2017 21:15 MST,9.7,81.01,101444.25
KAXH,01-05-2017 21:35 MST,9.7,83.27,101478.03
KAXH,01-05-2017 21:55 MST,9.3,86.13,101478.03
KAXH,01-05-2017 22:15 MST,9.2,88.51,101478.03
KAXH,01-05-2017 22:35 MST,9,89.1,101511.81
KAXH,01-05-2017 22:55 MST,8.4,91.52,101478.03
KAXH,01-05-2017 23:15 MST,8.2,93.41,101444.25
KAXH,01-05-2017 23:35 MST,7.8,94.68,101444.25
KAXH,01-05-2017 23:55 MST,7.5,93.37,101444.25
KAXH,01-06-2017 00:15 MST,7.2,95.97,101410.47
KAXH,01-06-2017 00:35 MST,7.4,96.63,101342.9
KAXH,01-06-2017 00:55 MST,7.5,95.32,101376.68
KAXH,01-06-2017 01:15 MST,7.8,91.48,101376.68
KAXH,01-06-2017 01:35 MST,8,90.25,101342.9
KAXH,01-06-2017 01:55 MST,8.1,90.25,101275.34
KAXH,01-06-2017 02:15 MST,7.8,92.12,101241.56
KAXH,01-06-2017 02:35 MST,7.6,90.84,101275.34
KAXH,01-06-2017 02:55 MST,7.6,91.47,101241.56
KAXH,01-06-2017 03:15 MST,7.5,90.83,101207.78
KAXH,01-06-2017 03:35 MST,7.5,91.46,101174
KAXH,01-06-2017 03:55 MST,7.7,92.11,101140.22
KAXH,01-06-2017 04:15 MST,8,93.4,101140.22
KAXH,01-06-2017 04:35 MST,8.5,87.84,101140.22
KAXH,01-06-2017 04:55 MST,8.7,87.26,101106.43
KAXH,01-06-2017 05:15 MST,9.1,85.52,101140.22
KAXH,01-06-2017 05:35 MST,9.2,85.53,101140.22
KAXH,01-06-2017 05:55 MST,9.5,84.98,101106.43
KAXH,01-06-2017 06:15 MST,9.7,85,101106.43
KAXH,01-06-2017 06:35 MST,9.7,86.17,101072.66
KAXH,01-06-2017 06:55 MST,9.7,85.58,101005.09
KAXH,01-06-2017 07:15 MST,9.7,86.17,101038.88
KAXH,01-06-2017 07:35 MST,9.5,87.93,101005.09
KAXH,01-06-2017 07:55 MST,9.1,92.82,100971.32
KAXH,01-06-2017 08:15 MST,9.1,93.46,101005.09
KAXH,01-06-2017 08:35 MST,10,88.58,101038.88
KAXH,01-06-2017 08:55 MST,10,91.63,101038.88
KAXH,01-06-2017 09:35 MST,10,91.01,101072.66
KAXH,01-06-2017 09:55 MST,10.2,88.59,101072.66
KAXH,01-06-2017 10:15 MST,10.5,88.02,101038.88
KAXH,01-06-2017 10:35 MST,10.8,86.28,101072.66
KAXH,01-06-2017 10:55 MST,11,86.3,101106.43
KAXH,01-06-2017 11:15 MST,10.9,88.65,101106.43
KAXH,01-06-2017 11:35 MST,10.8,90.46,101106.43
KAXH,01-06-2017 11:55 MST,11,89.86,101140.22
KAXH,01-06-2017 12:15 MST,11.3,86.92,101140.22
KAXH,01-06-2017 12:35 MST,11.6,86.36,101140.22
KAXH,01-06-2017 12:55 MST,12,84.68,101140.22
KAXH,01-06-2017 13:15 MST,13,82.56,101140.22
KAXH,01-06-2017 13:35 MST,13,81.46,101106.43
KAXH,01-06-2017 13:55 MST,13.4,80.44,101106.43
KAXH,01-06-2017 14:15 MST,13.5,79.38,101106.43
KAXH,01-06-2017 14:35 MST,14,78.4,101072.66
KAXH,01-06-2017 14:55 MST,13.9,79.44,101038.88
KAXH,01-06-2017 15:15 MST,14.7,76.96,100971.32
KAXH,01-06-2017 15:35 MST,14.7,76.96,100937.53
KAXH,01-06-2017 15:55 MST,14.2,78.43,100937.53
KAXH,01-06-2017 16:15 MST,14,79.45,100903.75
KAXH,01-06-2017 16:35 MST,13.8,79.96,100903.75
KAXH,01-06-2017 16:55 MST,13.7,81.02,100903.75
KAXH,01-06-2017 17:15 MST,13.6,81.54,100869.97
KAXH,01-06-2017 17:35 MST,13.8,81.03,100869.97
KAXH,01-06-2017 17:55 MST,13.8,81.57,100903.75
KAXH,01-06-2017 18:15 MST,14,83.24,100903.75
KAXH,01-06-2017 18:35 MST,13.6,85.43,100903.75
KAXH,01-06-2017 18:55 MST,13.5,87.71,100937.53
KAXH,01-06-2017 19:15 MST,13.1,92.43,100937.53
KAXH,01-06-2017 19:35 MST,13.2,90.63,100937.53
KAXH,01-06-2017 19:55 MST,13.3,88.86,100937.53
KAXH,01-06-2017 20:15 MST,13.5,87.71,100971.32
KAXH,01-06-2017 20:35 MST,13.3,85.39,100971.32
KAXH,01-06-2017 20:55 MST,13.3,85.96,100971.32
KAXH,01-06-2017 21:15 MST,13.2,84.26,101005.09
KAXH,01-06-2017 21:35 MST,13.1,83.68,101038.88
KAXH,01-06-2017 21:55 MST,13.1,83.13,101038.88
KAXH,01-06-2017 22:15 MST,13,82.56,101038.88
KAXH,01-06-2017 22:35 MST,13,82.56,101106.43
KAXH,01-06-2017 22:55 MST,12.7,81.97,101140.22
KAXH,01-06-2017 23:15 MST,12.5,82.5,101140.22
KAXH,01-06-2017 23:35 MST,12.5,83.05,101174
KAXH,01-06-2017 23:55 MST,11,82.31,101207.78
KAXH,01-07-2017 00:15 MST,10.1,86.21,101241.56
KAXH,01-07-2017 00:35 MST,9.3,86.72,101275.34
KAXH,01-07-2017 00:55 MST,8.5,89.67,101275.34
KAXH,01-07-2017 01:15 MST,8.4,87.83,101275.34
KAXH,01-07-2017 01:35 MST,8.1,86,101309.13
KAXH,01-07-2017 01:55 MST,7.6,87.15,101309.13
KAXH,01-07-2017 02:15 MST,7.2,87.72,101309.13
KAXH,01-07-2017 02:35 MST,7.1,83.53,101275.34
KAXH,01-07-2017 02:55 MST,7,81.78,101275.34
KAXH,01-07-2017 03:15 MST,6.7,83.48,101309.13
KAXH,01-07-2017 03:35 MST,6.8,80.04,101309.13
KAXH,01-07-2017 03:55 MST,6.7,77.79,101309.13
KAXH,01-07-2017 04:15 MST,6.6,77.78,101342.9
KAXH,01-07-2017 04:35 MST,6.5,75.58,101342.9
KAXH,01-07-2017 04:55 MST,6.5,74.51,101376.68
KAXH,01-07-2017 05:15 MST,6.4,74.5,101342.9
KAXH,01-07-2017 05:35 MST,6.3,75.01,101342.9
KAXH,01-07-2017 05:55 MST,6.2,74.99,101410.47
KAXH,01-07-2017 06:15 MST,6,74.42,101376.68
KAXH,01-07-2017 06:35 MST,6,71.8,101376.68
KAXH,01-07-2017 06:55 MST,5.5,77.6,101376.68
KAXH,01-07-2017 07:15 MST,5.3,81.54,101410.47
KAXH,01-07-2017 07:35 MST,5.3,79.25,101410.47
KAXH,01-07-2017 07:55 MST,5.2,78.67,101410.47
KAXH,01-07-2017 08:15 MST,4.7,77.47,101478.03
KAXH,01-07-2017 08:35 MST,3.6,80.14,101511.81
KAXH,01-07-2017 08:55 MST,2.7,82.37,101579.37
KAXH,01-07-2017 09:15 MST,2.3,84.75,101646.93
KAXH,01-07-2017 09:35 MST,1.8,87.83,101646.93
KAXH,01-07-2017 09:55 MST,1.5,89.74,101646.93
KAXH,01-07-2017 10:15 MST,1.2,93.03,101613.15
KAXH,01-07-2017 10:35 MST,1.5,91.05,101613.15
KAXH,01-07-2017 10:55 MST,1.6,89.74,101680.72
KAXH,01-07-2017 11:15 MST,1.7,89.1,101714.49
KAXH,01-07-2017 11:35 MST,1.7,88.46,101680.72
KAXH,01-07-2017 11:55 MST,1.7,87.82,101714.49
KAXH,01-07-2017 12:15 MST,2,86.58,101782.06
KAXH,01-07-2017 12:35 MST,2,86.58,101815.83
KAXH,01-07-2017 12:55 MST,1.8,87.83,101883.4
KAXH,01-07-2017 13:15 MST,2,86.58,101782.06
KAXH,01-07-2017 13:35 MST,1.8,87.83,101883.4
KAXH,01-07-2017 13:55 MST,1.7,89.1,101883.4
KAXH,01-07-2017 14:15 MST,1.5,89.74,101782.06
KAXH,01-07-2017 14:35 MST,1.1,92.35,101883.4
KAXH,01-07-2017 14:55 MST,1.3,91.03,101815.83
KAXH,01-07-2017 15:15 MST,1.5,89.74,101815.83
KAXH,01-07-2017 15:35 MST,1.3,90.38,101815.83
KAXH,01-07-2017 15:55 MST,1.1,90.36,101782.06
KAXH,01-07-2017 16:15 MST,1.1,90.36,101815.83
KAXH,01-07-2017 16:35 MST,1,90.35,101815.83
KAXH,01-07-2017 16:55 MST,0.5,92.99,101849.62
KAXH,01-07-2017 17:15 MST,0.6,94.36,101917.18
KAXH,01-07-2017 17:35 MST,0.4,92.31,101917.18
KAXH,01-07-2017 17:55 MST,0.5,90.98,101950.96
KAXH,01-07-2017 18:15 MST,0.6,89.01,101984.74
KAXH,01-07-2017 18:35 MST,0.7,85.18,102052.3
KAXH,01-07-2017 18:55 MST,0.9,83.35,102119.87
KAXH,01-07-2017 19:15 MST,0.8,80.91,102153.64
KAXH,01-07-2017 19:35 MST,0.8,78.55,102187.43
KAXH,01-07-2017 19:55 MST,0.7,77.95,102254.99
KAXH,01-07-2017 20:15 MST,0.6,75.08,102322.55
KAXH,01-07-2017 20:35 MST,0.7,72.34,102356.34
KAXH,01-07-2017 20:55 MST,0.7,69.67,102390.11
KAXH,01-07-2017 21:15 MST,0.5,69.11,102423.89
KAXH,01-07-2017 21:35 MST,0.5,68.59,102457.68
KAXH,01-07-2017 21:55 MST,0.5,68.59,102491.46
KAXH,01-07-2017 22:15 MST,0,67.96,102592.8
KAXH,01-07-2017 22:35 MST,-0.2,68.43,102592.8
KAXH,01-07-2017 22:55 MST,-0.5,69.42,102660.36
KAXH,01-07-2017 23:15 MST,-0.7,68.85,102694.14
KAXH,01-07-2017 23:35 MST,-1,69.84,102727.93
KAXH,01-07-2017 23:55 MST,-1.2,69.27,102761.7
KAXH,01-08-2017 00:15 MST,-1.4,70.83,102795.49
KAXH,01-08-2017 00:35 MST,-1.5,70.27,102829.27
KAXH,01-08-2017 00:55 MST,-1.8,70.21,102829.27
KAXH,01-08-2017 01:15 MST,-2,70.7,102863.04
KAXH,01-08-2017 01:35 MST,-2,70.16,102896.83
KAXH,01-08-2017 01:55 MST,-2.2,69.58,102896.83
